Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Google Shopping / Custom Product,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Weight Unit,Variant Tax Code,Cost per item,Status
9600028784,Dometic Patrol 20,<div>Enjoy longer-lasting ice on your next camping or fishing trip - our Patrol ice chest keeps ice frozen for days. Its tough construction places no limits on adventure. Now available in the Dometic Mist grey color.</div>,Dometic,,COOLERS,"COOLERS, ICE CHEST COOLERS, Default, Coolers, Ice Chests",TRUE,Title,Default Title,9600028784,9200,shopify,0,continue,manual,3895.65,TRUE,FALSE,9600028784,https://www.dometic.com/media/catalog/product/9/2/92935-primary_2.png?format=jpg,1,FALSE,,,,new,,,g,,3895.65,active
9600028784,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/2/92622-hover_4_1.jpg?format=jpg,2,,,,,,,,,,,
9600028784,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/2/92622_4_1.jpg?format=jpg,3,,,,,,,,,,,
9600029325,Dometic Thermo Bottle 48,"<div>Dometic insulated vacuum sealed bottles ensure your cold or hot drinks maintain their temperature while you're on the move. The stainless steel used in the bottle have been carefully selected to ensure its longevity, easy cleaning and a high level of hygiene. Leak-proof, dishwasher safe and BPA Free.</div>",Dometic,,Default,"Default, Car Camping, Hydration, Bottles",TRUE,Title,Default Title,9600029325,300,shopify,0,continue,manual,343.48,TRUE,FALSE,9600029325,https://www.dometic.com/media/catalog/product/9/4/94798-primary_2.png?format=jpg,1,FALSE,,,,new,,,g,,343.48,active
9600029325,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/7/8/78014-hover_3.jpg?format=jpg,2,,,,,,,,,,,
9600050760,Dometic GO Area Camp Light,"<div>The Dometic GO Area Camp Light is a multifunctional outdoor light that can be used as a torch, area light, or lantern, and lets you choose from 8 colours and 4 brightness levels to enhance your time outdoors. The 400-lumen light is waterproof, durable, and holds a charge for 8 hours on the highest setting. It also functions as a power bank, allowing you stay connected wherever you are.</div>",Dometic,,Default,"Default, Car Camping, Accessories",TRUE,Title,Default Title,9600050760,700,shopify,0,continue,manual,1629.57,TRUE,FALSE,9600050760,https://www.dometic.com/media/catalog/product/9/7/97406-primary_2.png?format=jpg,1,FALSE,,,,new,,,g,,1629.57,active
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/114183-hover_2.jpg?format=jpg,2,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/114183_2.jpg?format=jpg,3,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/114191_2.jpg?format=jpg,4,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/117539_2.jpg?format=jpg,5,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/117544_2.jpg?format=jpg,6,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/2/120007_3.jpg?format=jpg,7,,,,,,,,,,,
9600050760,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/2/120008_3.jpg?format=jpg,8,,,,,,,,,,,
9600050773,Dometic GO Soft Storage 10L,"<div>Dometic’s versatile, protective PAC S10 Portable Gear Storage makes packing and storing your gear simple. Designed to let you “grab and go,” it’s the perfect size for day-trip adventures. Four units fit neatly into PAC H50 Hard Storage.</div>",Dometic,,STORAGE,"STORAGE, Default, Car Camping, Storage, Soft Storage Bags",TRUE,Title,Default Title,9600050773,700,shopify,0,continue,manual,1239.13,TRUE,FALSE,9600050773,https://www.dometic.com/media/catalog/product/1/0/100861-primary_1.png?format=jpg,1,FALSE,,,,new,,,g,,1239.13,active
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/0/109394_1_9.png?format=jpg,2,,,,,,,,,,,
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/113724-hover_1.jpg?format=jpg,3,,,,,,,,,,,
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/1/113724_1.jpg?format=jpg,4,,,,,,,,,,,
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/8/9/89869_1_1.png?format=jpg,5,,,,,,,,,,,
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/8/9/89870_1_1.png?format=jpg,6,,,,,,,,,,,
9600050773,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/8/9/89871_1_1.png?format=jpg,7,,,,,,,,,,,
